시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
E10,인천광역시교육청,7361104,인천안남중학교,Incheon Annam Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,21058 ,인천광역시 계양구 계산새로33번길 5,(계산동/ 안남중학교),032-549-4784,http://an-nam.icems.kr/,남여공학,032-549-5334, ,N,해당없음, ,후기,주간,19940301,19940301,20230615000000
E10,인천광역시교육청,7361102,인천양촌중학교,Incheon Yangchon Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,21028 ,인천광역시 계양구 장제로948번길 13,(병방동),032-555-9540,http://yangchon.icems.kr,남여공학,032-555-9549, ,N,해당없음, ,후기,주간,20070226,20070607,20230615000000
E10,인천광역시교육청,7341093,인천여자중학교,Incheon Girls` Middle School,중학교,인천광역시,인천광역시동부교육지원청,공립,21973 ,인천광역시 연수구 원인재로 47,(동춘동),032-629-8283,http://icg.icems.kr,여,032-821-6342, ,N,해당없음, ,후기,주간,19460901,20171026,20230615000000
E10,인천광역시교육청,7341285,인천예송중학교,Incheon Yesong Middle School,중학교,인천광역시,인천광역시동부교육지원청,공립,22009 ,인천광역시 연수구 아카데미로 212,(송도동/ 예송중학교),032-340-8600,http://yesong.icems.kr,남여공학,032-858-8505, ,N,해당없음, ,후기,주간,20170301,20170301,20230615000000
E10,인천광역시교육청,7361293,인천예일중학교,Incheon Yeil Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,21021 ,인천광역시 계양구 장제로995번길 39,(방축동/ 인천예일중학교),032-556-4102,http://yeil.icems.kr,남여공학,032-556-4105, ,N,해당없음, ,후기,주간,20040301,20040301,20230615000000
E10,인천광역시교육청,7361322,인천이음중학교,인천이음중학교(Incheon Ieum Middle School),중학교,인천광역시,인천광역시서부교육지원청,공립,22861 ,인천광역시 서구 이음1로 455,/ (우)22861 (원당동/ 인천이음중학교),032-580-2800,http://ieum.icems.kr,남여공학,032-580-2801, ,N,해당없음, ,전기,주간,20220301,20220607,20230615000000
E10,인천광역시교육청,7321227,인천재능중학교,INCHEON JAENEUNG Middle School,중학교,인천광역시,인천광역시남부교육지원청,사립,22573 ,인천광역시 동구 재능로 178,(송림동/ 재능대학),032-627-6950,http://jei.icems.kr,남,032-627-6985, ,N,해당없음, ,후기,주간,19641113,19650305,20230615000000
E10,인천광역시교육청,7341094,인천정각중학교,Incheon jeonggak middle school,중학교,인천광역시,인천광역시동부교육지원청,공립,21562 ,인천광역시 남동구 구월로 240,(구월동/ 정각중학교),032-770-1700,http://jeonggak.icems.kr,남여공학,032-770-1710, ,N,해당없음, ,후기,주간,20080301,20080605,20230615000000
E10,인천광역시교육청,7321223,인천중산중학교,Incheon Jungsan Middle School,중학교,인천광역시,인천광역시남부교육지원청,공립,22391 ,인천광역시 중구 두미포로 189,(중산동),032-509-4900,http://jungsan.icems.kr/,남여공학,032-509-4920, ,N, , ,전후기,주간,20190301,20190301,20230615000000
E10,인천광역시교육청,7341095,인천중학교,Incheon Middle School,중학교,인천광역시,인천광역시동부교육지원청,공립,21936 ,인천광역시 연수구 함박뫼로 203,(연수동/인천중학교),032-811-3621,incheonms.icems.kr,남,032-812-4892, ,N,해당없음, ,후기,주간,19350401,20010301,20230615000000
E10,인천광역시교육청,7361247,인천청라중학교,Incheon Cheongna Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,22735 ,인천광역시 서구 청라라임로 112,(청라동/ 청라중학교),032-561-1973,http://cheongna.icems.kr,남여공학,032-561-1974, ,N,해당없음, ,후기,주간,20110301,20110301,20230615000000
E10,인천광역시교육청,7361292,인천청람중학교,Incheon Cheongram Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,22748 ,인천광역시 서구 청라커낼로 335,(청라동/ 인천청람중학교),032-568-8171,http://icr.icems.kr,남여공학,032-628-9727, ,N,해당없음, ,후기,주간,20150301,20150605,20230615000000
E10,인천광역시교육청,7361314,인천청호중학교,Incheon Cheongho Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,22748 ,인천광역시 서구 청라한울로 44,(청라동),032-456-9100,http://ich.icems.kr/main.do,남여공학,032-569-4582, ,N, , ,전기,주간,20210301,20210607,20230615000000
E10,인천광역시교육청,7361255,인천초은중학교,Incheon Choeun Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,22740 ,인천광역시 서구 청라라임로 10,(청라동/ 초은중학교),032-569-5791,http://choeun.icems.kr/,남여공학,032-569-5795, ,N,해당없음, ,후기,주간,20120301,20120301,20230615000000
E10,인천광역시교육청,7321230,인천하늘중학교,Incheon Haneul Middle School,중학교,인천광역시,인천광역시남부교육지원청,공립,22389 ,인천광역시 중구 찬들로284번길 16,(운남동),032-452-6100,http://haneul.icems.kr/,남여공학,032-752-8364, ,N, , ,전기,주간,20210301,20211002,20230628000000
E10,인천광역시교육청,7341096,인천해송중학교,Incheon Haesong Middle School,중학교,인천광역시,인천광역시동부교육지원청,공립,22000 ,인천광역시 연수구 해송로 148,(송도동/ 인천해송중학교),032-851-6831,http://haesong.icems.kr,남여공학,032-851-6838, ,N,해당없음, ,후기,주간,20090301,20090301,20230615000000
E10,인천광역시교육청,7361256,인천해원중학교,Incheon Haewon Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,22765 ,인천광역시 서구 청라한내로 21,(청라동/ 인천해원중학교),032-560-3600,http://haewon.icems.kr,남여공학,032-560-3629, ,N,해당없음, ,후기,주간,20120301,20120301,20230615000000
E10,인천광역시교육청,7341312,인천현송중학교,Incheon Hyeonsong Middle School,중학교,인천광역시,인천광역시동부교육지원청,공립,22026 ,인천광역시 연수구 아카데미로312번길 84,(송도동/ 인천현송중학교),032-610-6100,http://hyeonsong.icems.kr,남여공학,032-858-7523, ,N, , ,전기,주간,20220301,20220301,20230615000000
E10,인천광역시교육청,7361099,인천효성중학교,Incheon Hyoseong Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,21093 ,인천광역시 계양구 안남로 607,/ 인천효성중학교 (효성동),032-547-2527,http://ihs.icems.kr/,남,032-547-3527, ,N,해당없음, ,후기,주간,19820301,19820301,20230615000000
E10,인천광역시교육청,7321097,인하대학교사범대학부속중학교,Inha university Middle school,중학교,인천광역시,인천광역시남부교육지원청,사립,22211 ,인천광역시 미추홀구 재넘이길123번길 29,(학익동/ 인하사범대부속중고등학교),032-452-9900,inha.icems.kr,남,032-875-1325, ,N,해당없음, ,후기,주간,19681120,19690303,20230615000000
E10,인천광역시교육청,7321088,인화여자중학교,INHWA GIRLS MIDDLE SCHOOL,중학교,인천광역시,인천광역시남부교육지원청,공립,22100 ,인천광역시 미추홀구 석정로 165,(도화동),032-762-2015,inhwams.icems.kr,여,032-766-5024, ,N,해당없음, ,후기,주간,19641113,19641113,20230615000000
E10,인천광역시교육청,7361096,임학중학교,Imhak Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,21035 ,인천광역시 계양구 장제로 894,/ 임학중학교 (병방동),032-552-2122,http://www.imhak.icems.kr,남여공학,032-552-2125, ,N,해당없음, ,후기,주간,19960225,19960607,20230615000000
E10,인천광역시교육청,7361097,작전중학교,Jakjeon Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,21085 ,인천광역시 계양구 주부토로448번길 16,(작전동),032-556-1845,http://jakjeon.icems.kr,남여공학,032-556-1848, ,N,해당없음, ,후기,주간,20040301,20040301,20230615000000
E10,인천광역시교육청,7321089,제물포여자중학교,Jemulpo Girls Middle School,중학교,인천광역시,인천광역시남부교육지원청,공립,22228 ,인천광역시 미추홀구 인주대로470번길 20,(주안동/ 제물포여자중학교),032-422-2069,http://jmp.icems.kr,여,032-426-8826, ,N,해당없음, ,후기,주간,19800301,19800301,20230615000000
E10,인천광역시교육청,7361098,제물포중학교,Jemulpo Middle School,중학교,인천광역시,인천광역시서부교육지원청,공립,22811 ,인천광역시 서구 여우재로112번길 7,/ 제물포중학교 (가좌동/ 제물포중학교),032-578-5826,http://jemulpo.icems.kr,남,032-571-3036, ,N,해당없음, ,후기,주간,19810301,19810301,20230615000000
E10,인천광역시교육청,7331072,진산중학교,JIN-SAN MIDDLE SCHOOL,중학교,인천광역시,인천광역시북부교육지원청,공립,21341 ,인천광역시 부평구 충선로234번길 70,(삼산동/ 진산중학교),032-628-4300,http://jinsan.icems.kr,남여공학,032-511-1924, ,N,해당없음, ,후기,주간,20050301,20050301,20230615000000
E10,인천광역시교육청,7341097,청량중학교,Cheongryang Middle School,중학교,인천광역시,인천광역시동부교육지원청,공립,21968 ,인천광역시 연수구 먼우금로 138,(동춘동/ 청량중학교),032-819-8149,http://cheongryang.icems.kr,남여공학,032-819-8287, ,N,해당없음, ,후기,주간,19960301,19960301,20230615000000
E10,인천광역시교육청,7331073,청천중학교,Cheongcheon Middle School,중학교,인천광역시,인천광역시북부교육지원청,공립,21313 ,인천광역시 부평구 마장로364번길 23,(청천동/ 청천중학교),032-503-3902,http://cheongcheon.icems.kr,남여공학,032-504-5293, ,N,해당없음, ,후기,주간,19850301,19850301,20230615000000
E10,인천광역시교육청,7341098,청학중학교,Cheonghak Middle School,중학교,인천광역시,인천광역시동부교육지원청,공립,21915 ,인천 연수구 함박뫼로 5,(청학동/청학중학교),032-817-4038,http://cheonghak.icems.kr,남여공학,032-817-9382, ,N,해당없음, ,후기,주간,19950302,19950302,20230615000000
E10,인천광역시교육청,7310392,학력인정남인천고등학교병설남인천중학교(2년제),Namincheon Middle School Attached to Namincheon High School,평생학교(중)-2년6학기,인천광역시,인천광역시교육청,사립,22225 ,인천광역시 미추홀구 매소홀로418번길 14-57,(학익동/ 남인천중고),032-863-9941,http://www.namincheon.hs.kr,남여공학,032-863-9943, ,N,해당없음, ,전기,주야간,20020901,20020901,20230615000000
E10,인천광역시교육청,7341099,함박중학교,Ham Bak middle school,중학교,인천광역시,인천광역시동부교육지원청,공립,21940 ,인천광역시 연수구 솔샘로 143,(청학동 109-1),032-831-1462,http://hambak.icems.kr,남여공학,032-629-8599, ,N,해당없음, ,후기,주간,20030301,20030301,20230615000000
E10,인천광역시교육청,7321090,화도진중학교,HwaDoJin Middle School,중학교,인천광역시,인천광역시남부교육지원청,공립,22513 ,인천광역시 동구 화수로 64,(화수동/ 화도진중학교),032-761-4612,http://hwadojin.icems.kr,남여공학,032-761-3247, ,N,해당없음, ,후기,주간,19920301,19920301,20230615000000
F10,광주광역시교육청,7391134,각화중학교,Gakhwa Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61142 ,광주광역시 북구 군왕로 234,(각화동),062-250-1600,http://gakhwa.gen.ms.kr,남여공학,062-250-1660, ,N,일반계, ,전기,주간,19930222,19930306,20230615000000
F10,광주광역시교육청,7391148,고려중학교,Korea Middle School,중학교,광주광역시,광주광역시동부교육지원청,사립,61058 ,광주광역시 북구 설죽로 369,(삼각동/ 고려중학교),062-570-9275,korea.gen.ms.kr,남,062-573-9075, ,N,일반계, ,전기,주간,19860121,19860308,20230615000000
F10,광주광역시교육청,7401459,고실중학교,고실중학교,중학교,광주광역시,광주광역시서부교육지원청,공립,62223 ,광주광역시 광산구 풍영로229번길 30,(장덕동),062-960-5600,http://gosil.gen.ms.kr,남여공학,062-960-5609, ,N, , ,전기,주간,20200301,20200504,20230615000000
F10,광주광역시교육청,7401252,광덕중학교,Gwangdeok Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,62039 ,광주광역시 서구 화정로 202,/ 광덕중학교 (화정동),062-380-6600,gwangdeok.gen.ms.kr,남,062-380-6650, ,N,일반계, ,전기,주간,19810130,19810314,20230615000000
F10,광주광역시교육청,7401223,광산중학교,Gwangsan Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,62366 ,광주광역시 광산구 사암로158번길 23,(우산동),062-601-6890,http://gwangsan.gen.ms.kr,남여공학,062-942-4096, ,N,일반계, ,전기,주간,19841204,20190501,20230615000000
F10,광주광역시교육청,7391152,광주경신중학교,Gwangju Gyoungshin Middle School,중학교,광주광역시,광주광역시동부교육지원청,사립,61113 ,광주광역시 북구 금호로40번길 40,/ 광주경신중학교 (용봉동),062-605-4851,http://gshin.gen.ms.kr,남여공학,062-521-6124, ,N,일반계, ,전기,주간,19831229,19840305,20230615000000
F10,광주광역시교육청,7401232,광주동명중학교,Gwangju Dongmyeong Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61940 ,광주광역시 서구 운천로 306,(쌍촌동),062-603-8130,kdm.gen.ms.kr,남여공학,062-376-0294, ,N,일반계, ,전기,주간,19530417,19530417,20230615000000
F10,광주광역시교육청,7401445,광주동성여자중학교,Gwangju Dongsung Girls` Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,61737 ,광주광역시 남구 서문대로627번길 20,/ 광주동성여자중학교 (진월동),062-670-4900,http://dongsunggirls.gen.ms.kr/,여,062-670-4999, ,N,일반계, ,전기,주간,19631212,19470526,20230615000000
F10,광주광역시교육청,7401444,광주동성중학교,Gwangju Dongseong Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,61737 ,광주광역시 남구 서문대로627번길 20,/ 광주동성중학교 (진월동),062-670-4800,http://dongsung.gen.ms.kr,남,062-670-4888, ,N,일반계, ,전기,주간,19510901,19510901,20230615000000
F10,광주광역시교육청,7391151,광주동신여자중학교,Gwangju Dongshin Girls` Middle School,중학교,광주광역시,광주광역시동부교육지원청,사립,61200 ,광주광역시 북구 동문대로 50,(두암동),062-520-2131,http://kdsg.gen.ms.kr,여,062-528-5485, ,N,일반계, ,전기,주간,19690227,19690227,20230615000000
F10,광주광역시교육청,7391146,광주동신중학교,Gwangju Dongshin Middle School,중학교,광주광역시,광주광역시동부교육지원청,사립,61200 ,광주광역시 북구 동문대로 50,(풍향동/ 광주동신중학교),062-520-2121,http://k-dongshin.gen.ms.kr/,남,062-528-5481, ,N,일반계, ,전기,주간,19661117,19661117,20230615000000
F10,광주광역시교육청,7401212,광주무진중학교,Gwangju Mujin Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61633 ,광주광역시 남구 중앙로 7,/ 광주무진중학교 (월산동),062-350-5300,http://mujin.gen.ms.kr/,남여공학,062-361-5207, ,N,일반계, ,전기,주간,19510831,19510901,20230615000000
F10,광주광역시교육청,7391123,광주북성중학교,Gwangju Buksung Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61246 ,광주광역시 북구 금남로 61,/ 광주북성중학교 (유동),062-607-7000,http://buksung.gen.ms.kr,남여공학,062-511-4612, ,N,일반계, ,전기,주간,19510831,19510901,20230615000000
F10,광주광역시교육청,7391237,광주북성중학교부설방송통신중학교,광주북성중학교부설방송통신중학교,방송통신중학교,광주광역시,광주광역시동부교육지원청,공립,61246 ,광주광역시 북구 금남로 61,", (유동, 광주북성중학교) (유동)",062-607-7000,http://buksung.gen.ms.kr,남여공학,062-511-4612, ,N,일반계, ,전기,주간,20130301,20130301,20230615000000
F10,광주광역시교육청,7401215,광주서광중학교,Gwangju Seogwang Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61658 ,광주광역시 남구 진다리로24번길 13,(백운동/ 광주서광중학교),062-603-8203,http://seogwang.gen.ms.kr,남여공학,062-652-0992, ,N,일반계, ,전기,주간,19690816,19700305,20230615000000
F10,광주광역시교육청,7401254,광주서석중학교,Gwangju Seo-Seok Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,61982 ,광주광역시 서구 화정로253번길 27,/ 광주서석중학교 (화정동),062-360-3900,http://seoseok.gen.ms.kr,남,062-364-6692, ,N,일반계, ,전기,주간,19861216,19870516,20230615000000
F10,광주광역시교육청,7401251,광주송원중학교,Gwangju Songwon Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,61756 ,광주광역시 남구 송암로 73,/ 광주송원중학교 (송하동),062-360-5533,http://swon.gen.ms.kr,남여공학,062-360-5534, ,N,일반계, ,전기,주간,19780323,19780323,20230615000000
F10,광주광역시교육청,7401464,광주수피아여자중학교,Gwangju Speer Girls Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,61643 ,광주광역시 남구 백서로 13,(양림동),062-720-8282,http://speer.gen.ms.kr/,여,062-672-4566, ,N,일반계, ,전기,주간,19080401,19080401,20230615000000
F10,광주광역시교육청,7391145,광주숭일중학교,Gwangju Soongil Middle School,중학교,광주광역시,광주광역시동부교육지원청,사립,61029 ,광주광역시 북구 모룡대길 40,(일곡동),062-520-0700,http://soongil.gen.ms.kr/,남여공학,062-520-0708, ,N,일반계, ,전기,주간,19080201,19080401,20230615000000
F10,광주광역시교육청,7391274,광주예술중학교,Gwnagju Arts Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61065 ,광주광역시 북구 서하로 72,(매곡동),062-520-8302,kj-art.gen.ms.kr,남여공학,062-576-9780, ,N, , ,전기,주간,20220301,20220315,20230615000000
F10,광주광역시교육청,7401218,광주중학교,Gwangju Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,62020 ,광주광역시 서구 화개중앙로 60,/ 광주중학교 (금호동),062-650-0700,http://kwangju.gen.ms.kr,남여공학,062-650-0710, ,N,일반계, ,전기,주간,19881103,19890306,20230615000000
F10,광주광역시교육청,7401463,광주진흥중학교,Gwangju Jinheung Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,62251 ,광주광역시 광산구 왕버들로 307,(신창동),062-960-2240,http://jinheung.gen.ms.kr/,남여공학,062-956-4936, ,N,일반계, ,전기,주간,19711229,19720309,20230615000000
F10,광주광역시교육청,7391132,광주체육중학교,Gwangju Physical Education Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61099 ,광주광역시 북구 하서로 55,(운암동/ 광주체육중학교),062-520-8700,http://gwangju-p.gen.ms.kr/,남여공학,062-520-8790, ,N,일반계, ,전기,주간,19721223,19730315,20230615000000
F10,광주광역시교육청,7391124,광주충장중학교,Gwangju Choongjang Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61418 ,광주광역시 동구 경양로 379번길 19,(산수동),062-230-9500,http://choongjang.gen.ms.kr/,남여공학,062-226-1930, ,N,일반계, ,전기,주간,19690816,19700305,20230615000000
F10,광주광역시교육청,7401217,광주화정중학교,Gwangju Hwajeong Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,62039 ,광주광역시 서구 화운로 53,(화정동/광주화정중학교),062-380-3700,http://hwajeong.gen.ms.kr,남여공학,062-380-3709, ,N,일반계, ,전기,주간,19790811,19790901,20230615000000
F10,광주광역시교육청,7401216,광주효광중학교,Gwangju Hyo Gwang Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61992 ,광주광역시 서구 쌍촌로15번길 8,/ (쌍촌동/ 광주효광중학교) (쌍촌동),062-380-7311,http://hyogwang.gen.ms.kr/ ,남여공학,062-380-7339, ,N,일반계, ,전기,주간,19720120,19720309,20230615000000
F10,광주광역시교육청,7401234,금구중학교,Geumgu Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,62325 ,광주광역시 광산구 목련로153번길 76,(운남동),062-960-0118,http://geumgu.gen.ms.kr,남여공학,062-956-3866, ,N,일반계, ,전기,주간,20001219,20010305,20230615000000
F10,광주광역시교육청,7401221,금당중학교,GeumDang Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61729 ,광주광역시 남구 회재로1156번길 9,(주월동/ 금당중학교),062-650-0800,http://keumdang.gen.ms.kr/,남여공학,062-650-0899, ,N,일반계, ,전기,주간,19930222,19930302,20230615000000
F10,광주광역시교육청,7391248,금호중앙중학교,Kumho Jungang Middles School,중학교,광주광역시,광주광역시동부교육지원청,사립,61116 ,광주광역시 북구 금호로 100,/ 금호중앙중학교 (운암동),062-605-5001,http://kumho-jungang.gen.ms.kr/,남여공학,062-605-5010, ,N,일반계, ,전기,주간,19600219,19600415,20230615000000
F10,광주광역시교육청,7401229,금호중학교,Kumho Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,62033 ,광주광역시 서구 금화로115번길 72,(금호동),062-370-0700,http://kumho.gen.ms.kr,남여공학,062-370-0795, ,N,일반계, ,전기,주간,19950302,19951030,20230615000000
F10,광주광역시교육청,7401257,대성여자중학교,Daesung Girls` Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,61736 ,광주광역시 남구 서문대로663번길 37,(진월동),062-671-0216,https://kds.gen.ms.kr:452,여,062-671-0236, ,N,일반계, ,전기,주간,19810130,19810417,20230615000000
F10,광주광역시교육청,7401363,대자중학교,Daeja Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61903 ,광주광역시 서구 하남대로680번길 27,/ 대자중학교 (동천동),062-510-3800,http://daeja.gen.ms.kr,남여공학,062-510-3809, ,N,해당없음, ,전후기,주간,20070301,20070301,20230615000000
F10,광주광역시교육청,7401224,대촌중학교,Daechon Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61751 ,광주광역시 남구 고싸움로164번길 28,(지석동),062-712-3106,http://daechon.gen.ms.kr,남여공학,062-712-3115, ,N,일반계, ,전기,주간,19691014,19700321,20230615000000
F10,광주광역시교육청,7401258,동아여자중학교,DongA Girls Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,61681 ,광주광역시 남구 오방로 16-10,/ (봉선동/ 동아여자중학교) (봉선동),062-650-1200,http://donga.gen.ms.kr,여,062-673-4781, ,N,일반계, ,전기,주간,19820419,19820419,20230615000000
F10,광주광역시교육청,7391133,두암중학교,Duam Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61161 ,광주광역시 북구 밤실로208번길 23,(두암동/두암중학교),062-260-0504,http://duam.gen.ms.kr,남여공학,062-268-3793, ,N,일반계, ,전기,주간,19920209,19930302,20230615000000
F10,광주광역시교육청,7391125,무등중학교,Mudung Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61500 ,광주광역시 동구 지원로5번길 12,/ 무등중학교 (소태동),062-220-2300,mudung.gen.ms.kr,남여공학,062-225-5439, ,N,일반계, ,전기,주간,19690816,19700305,20230615000000
F10,광주광역시교육청,7391136,문산중학교,Munsan Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61126 ,광주광역시 북구 대천로 174,(문흥동/ 문산중학교),062-260-3500,http://kms.gen.ms.kr,남여공학,062-260-3588, ,N,일반계, ,전기,주간,19950301,19950306,20230615000000
F10,광주광역시교육청,7401253,문성중학교,Munseong Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,61701 ,광주광역시 남구 제석로 73,(봉선동/ 문성중고등학교),0626707600,http://munseong.gen.ms.kr,남,0626707505, ,N,일반계, ,전기,주간,19841214,19850304,20230615000000
F10,광주광역시교육청,7391131,문화중학교,Munhwa Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61172 ,광주광역시 북구 면앙로 111,(우산동/문화중학교),062-260-8600,http://kmh.gen.ms.kr,남여공학,062-265-7728, ,N,일반계, ,전기,주간,19831229,19840308,20230615000000
F10,광주광역시교육청,7391135,문흥중학교,Munheung Middle School,중학교,광주광역시,광주광역시동부교육지원청,공립,61132 ,광주광역시 북구 능안로 2,(문흥동),062-250-1510,http://munhung.gen.ms.kr,남여공학,062-266-8361, ,N,일반계, ,전기,주간,19930316,19940305,20230615000000
F10,광주광역시교육청,7401241,봉산중학교,Bong-San Middle school,중학교,광주광역시,광주광역시서부교육지원청,공립,62283 ,광주광역시 광산구 산월로 67,/ 봉산중학교 (산월동),062-970-4400,http://kbongsan.gen.ms.kr/,남여공학,062-972-8669, ,N,일반계, ,전기,주간,20040302,20040302,20230615000000
F10,광주광역시교육청,7401213,봉선중학교,Bong-Sun Middle school,중학교,광주광역시,광주광역시서부교육지원청,공립,61671 ,광주광역시 남구 봉선중길 14,/ 봉선중학교 (봉선동),062-650-1300,http://bongsun.gen.ms.kr,남여공학,062-650-1399, ,N,일반계, ,전기,주간,19830122,19830305,20230615000000
F10,광주광역시교육청,7401262,비아중학교,Bia Middle School,중학교,광주광역시,광주광역시서부교육지원청,사립,62254 ,광주광역시 광산구 첨단중앙로181번길 42-26,/ 비아중학교 (월계동),062-970-2000,http://bia.gen.ms.kr,남여공학,062-973-9668, ,N,일반계, ,전기,주간,19510612,19510612,20230615000000
F10,광주광역시교육청,7401249,산정중학교,Sanjeong middle school,중학교,광주광역시,광주광역시서부교육지원청,공립,62340 ,광주광역시 광산구 목련로22번길 31,(산정동),062-960-5805,http://sanjeong.gen.ms.kr,남여공학,062-953-4707, ,N,일반계, ,전기,주간,20100301,20100607,20230615000000
F10,광주광역시교육청,7391154,살레시오여자중학교,Salesian Girls Middle School,중학교,광주광역시,광주광역시동부교육지원청,사립,61448 ,광주광역시 동구 필문대로273번길 21,(지산동),062-220-1500,http://salesio-g.gen.ms.kr/,여,062-220-1450, ,N,일반계, ,전기,주간,19580228,19580408,20230615000000
F10,광주광역시교육청,7391153,살레시오중학교,Salesio Middle School,중학교,광주광역시,광주광역시동부교육지원청,사립,61029 ,광주광역시 북구 모룡대길 67,(일곡동),062-608-9200,http://salesio.gen.ms.kr,남,062-608-9298, ,N,일반계, ,전기,주간,19920930,19920930,20230615000000
F10,광주광역시교육청,7401214,상무중학교,Sang-mu Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61991 ,광주광역시 서구 운천로 142,/ 상무중학교 (쌍촌동),062-380-6311,sangmu.gen.ms.kr,남여공학,(062)380-6399, ,N,일반계, ,전기,주간,19841214,19850305,20230615000000
F10,광주광역시교육청,7401226,상일중학교,Sangil Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,61942 ,광주광역시 서구 내방로 229,/ 상일중학교 (쌍촌동),062-380-0200,http://sangil.gen.ms.kr,남여공학,062-380-0210, ,N,일반계, ,전기,주간,19981222,19990304,20230615000000
F10,광주광역시교육청,7391147,서강중학교,Seokang Middle School,중학교,광주광역시,광주광역시동부교육지원청,사립,61268 ,광주광역시 북구 서강로 1,서강 중학교 (운암동),062-520-5233,http://seokang.gen.ms.kr,남여공학,062-523-5228, ,N,일반계, ,전기,주간,19821204,19830309,20230615000000
F10,광주광역시교육청,7401388,선운중학교, ,중학교,광주광역시,광주광역시서부교육지원청,공립,62402 ,광주광역시 광산구 선운로20번길 37,(선암동/ 선운중학교),062-717-9400,http://seonun.gen.ms.kr,남여공학,062-717-9499, ,N,일반계, ,전기,주간,20091103,20131008,20230615000000
F10,광주광역시교육청,7401247,성덕중학교,Seongdeok middle school,중학교,광주광역시,광주광역시서부교육지원청,공립,62222 ,광주광역시 광산구 장덕로 65,(장덕동),062-950-9800,http://seongdeok.gen.ms.kr,남여공학,062-950-9898, ,N, , ,전기,주간,20090301,20090301,20230615000000
F10,광주광역시교육청,7401238,송광중학교,Song-Gwang Middle school,중학교,광주광역시,광주광역시서부교육지원청,공립,62441 ,광주광역시 광산구 송정로 74,/ 송광중학교 (송정동),062-949-6440,http://songgwang.gen.ms.kr ,남여공학,062-946-0784, ,N,일반계, ,전기,주간,20040302,20040302,20230615000000
F10,광주광역시교육청,7401222,송정중학교,SongJung Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,62428 ,광주광역시 광산구 내상로15번길 23,(송정동),062-949-7506,http://songjung.gen.ms.kr,남여공학,062-949-7500, ,N,일반계, ,전기,주간,19461121,19461121,20230615000000
F10,광주광역시교육청,7401248,수완중학교,Suwan Middle School,중학교,광주광역시,광주광역시서부교육지원청,공립,62308 ,광주광역시 광산구 수완로 19,(수완동),062-975-2206,http://suwan.gen.ms.kr,남여공학,062-956-9130, ,N, , ,전기,주간,20090301,20090301,20230615000000
